GeneID,Con_1,Con_2,Con_3,DMEM_1,DMEM_2,DMEM_3,logFC,Pvalue,FDR,I6_1,I6_2,I6_3,logFC,Pvalue,FDR,R2_1,R2_2,R2_3,logFC,Pvalue,FDR
FOXN3,6.9,8.28,6.87,11.03,10.92,11.53,-0.527333907,2.50E-10,2.50E-10,11.12,10.69,10.52,0.4836626,5.05E-09,5.05E-09,10.93,9.08,9.81,-0.094060542,0.240650536,0.240650536
EFTUD2,92.8,85.47,92.56,89,90.45,89.9,0.108896625,0.16653519,0.16653519,93.2,91.57,89.42,-0.043528982,0.578152587,0.578152587,104.08,96.63,100.21,0.101336071,0.0010401,0.0010401
FGD1,7.48,6.06,7.33,6.64,6.54,6.61,0.159380591,0.279266508,0.279266508,6.27,6.41,6.27,-0.213100199,0.150692953,0.150692953,6.39,6.83,6.58,0.085367504,0.349820689,0.349820689
GALNT6,5.45,4.72,4.78,5.32,5.49,5.17,0.00905116,0.945995005,0.945995005,5.82,5.87,6.14,0.158494905,0.223162452,0.223162452,6.24,4.93,5.49,-0.078793913,0.51246608,0.51246608
SUPV3L1,16.77,15.01,14.12,18.95,20.47,18.81,-0.263792901,0.028673194,0.028673194,18.24,18.26,18.11,0.177937889,0.125153754,0.125153754,17.67,17.04,17.11,-0.048819286,0.506722313,0.506722313
XPO7,17.68,18.01,18.24,22.17,22.16,21.39,-0.207592023,0.003653686,0.003653686,24.58,23.4,22.43,0.315064845,4.14E-05,4.14E-05,19.66,22.21,21.34,-0.133334681,0.049459509,0.049459509
YY1AP1,31.89,31.42,35.22,32.86,35.75,31.1,0.069981394,0.506567354,0.506567354,36,35.18,34.79,0.01798584,0.848951379,0.848951379,34.77,36.02,34.93,0.025615665,0.637758641,0.637758641
VPS52-6,21.15,18.72,22.95,22.95,23.28,22.14,-0.045363785,0.713782097,0.713782097,23.49,22.5,21.98,0.034716317,0.780604088,0.780604088,19.76,21.3,20.38,-0.11049135,0.113283581,0.113283581
NSMCE2,7.35,6.76,8.41,6.8,6.45,8.38,0.194217913,0.385729876,0.385729876,8.71,6.04,4.59,-0.292183113,0.30268125,0.30268125,8.37,6.5,7.05,0.230955698,0.367573202,0.367573202
THOC1,6.12,7.26,6.67,8.77,11.05,8.13,-0.401339984,0.024508281,0.024508281,7.6,8.23,8.44,0.215082004,0.147006302,0.147006302,6.89,4.4,5.62,-0.494375886,0.008481296,0.008481296
CCDC18,0.24,1.49,0.23,1.17,0.8,1.44,-0.032469632,0.964223275,0.964223275,0.6,0.68,0.72,-0.412213256,0.576380863,0.576380863,0.89,0.42,0.68,-0.141273924,0.613032161,0.613032161
TCF20,2.44,3.9,3.24,5,3.54,3.91,-0.285853737,0.143803736,0.143803736,2.84,4.92,7.19,0.553338783,0.064516283,0.064516283,3.56,4.28,3.94,-0.308101041,0.416589958,0.416589958
ARHGAP27,7.63,3.75,3.34,2.05,5.17,2.41,0.882186356,0.002716578,0.002716578,3.38,1.81,5.22,-0.882253044,0.007154313,0.007154313,3.63,5.85,4.1,0.506415079,0.025264591,0.025264591
SLX4IP,0.68,1.07,0.84,1.26,1.17,1.28,-0.460445911,0.054431376,0.054431376,1.03,1.23,1.56,0.485328917,0.072433193,0.072433193,1.02,0.97,1.01,-0.378611284,0.086101134,0.086101134
CYP2R1,2.89,4.55,3.79,4,3.61,5.18,-0.261163035,0.230399162,0.230399162,5.35,5.38,5.32,0.400889878,0.046200956,0.046200956,5.1,3.88,4.39,-0.159397259,0.301376179,0.301376179
HEATR5A,1.9,2.56,1.5,2.41,2.13,2.7,-0.211773476,0.310256119,0.310256119,2.5,2.53,2.79,0.341249593,0.080983448,0.080983448,2.43,1.61,2,-0.359658645,0.032398892,0.032398892
DAG1,85.18,81.72,84.39,88.65,87.66,88.16,0.009193999,0.888625532,0.888625532,88.87,90.24,90.82,0.032612711,0.621797004,0.621797004,96.17,95.12,95.6,0.109136476,1.41E-05,1.41E-05
PABPC4L,0.49,0.84,0.68,1.15,0.95,1.31,-0.738617019,0.014630109,0.014630109,1.11,1.02,0.78,0.461389097,0.173706787,0.173706787,0.95,0.49,0.79,-0.379744512,0.316896979,0.316896979
MKRN3-2,0,0,0,0.21,0.16,0,-4.715522567,0.082401122,0.082401122,0.041200561,0.041200561,0.041200561,0.041200561,0.041200561,0.041200561,0.16,0,0,3.714206535,0.345085516,0.345085516
ACTC1,0,0.16,0,0.03,0,0.18,-0.383840237,0.885630794,0.885630794,0.04,0.04,0,-1.356314496,0.65066396,0.65066396,0.17,0.08,0.17,2.369487966,0.16078543,0.16078543
LYPD1,0.63,0.56,0.5,0.52,0.42,0.65,0.168043312,0.682368637,0.682368637,0.68,0.51,0.26,-0.301865846,0.541710092,0.541710092,0.46,0.47,0.53,0.031034189,0.946884728,0.946884728
NLRP1,2.93,2.94,2.65,3.47,3.38,3.66,-0.209547623,0.11786011,0.11786011,3.79,3.47,3.54,0.273399797,0.040147216,0.040147216,3.44,3.39,3.2,-0.095991378,0.394697978,0.394697978
ANAPC4,3.7,5.98,4.16,7.11,6.29,7.91,-0.560383657,0.005860154,0.005860154,8.14,7.37,6.6,0.612604595,0.00146336,0.00146336,6.16,4.13,5.42,-0.509838638,0.001969473,0.001969473
SPEM2-2,0,0.03,0,0.03,0.02,0.05,-0.684262699,0.85479372,0.85479372,0,0,0,-1.117083236,0.784266619,0.784266619,0.025,0.025,0.025,0.025,0.025,0.025
TUBB1,0.08,0.02,0.09,0.05,0.07,0.03,0.496393026,0.703074251,0.703074251,0,0,0,-4.527616532,0.051410213,0.051410213,0,0.02,0.02,1.883855966,0.640867229,0.640867229
CTF1,4,3.19,3.73,3.35,3.36,3.67,0.152311801,0.550380877,0.550380877,2.61,3,2.76,-0.469544013,0.076689538,0.076689538,2.31,3.27,2.48,0.026021357,0.919615244,0.919615244
TTF1,2.79,4.51,3.86,5.35,5.79,5.58,-0.522834803,0.004722603,0.004722603,4.86,5.47,5.35,0.51015852,0.007215917,0.007215917,4.99,4.04,4.84,-0.292383569,0.065365456,0.065365456
RASGEF1B,0.08,0,0.02,0.13,0,0.15,-1.426300111,0.458147633,0.458147633,0.09,0.05,0.02,0.643297446,0.713427063,0.713427063,0.06,0,0.02,-1.110375631,0.500980082,0.500980082
RPS6KA2,2.64,2.5,2.78,2.57,2.73,2.87,0.02491514,0.867701034,0.867701034,3,2.61,2.3,-0.063875063,0.716422048,0.716422048,2.36,2.62,2.34,-0.087011306,0.576837781,0.576837781
RNF39-6,0.16,0.18,0.1,0.27,0.26,0.18,-0.553499814,0.530033529,0.530033529,0.08,0.1,0.13,-0.667370179,0.524634656,0.524634656,0.09,0.16,0.15,0.375754853,0.710725529,0.710725529
AMZ2,45.7,50.98,47.07,50.66,48.65,50.06,0.023020142,0.752146081,0.752146081,51.97,51.64,48.72,0.007549113,0.921995519,0.921995519,47.64,52.75,50.53,0.01663859,0.795767721,0.795767721
PABPC4,64.89,61.1,65.33,77.98,76.67,77.65,-0.197076064,0.010367294,0.010367294,77.93,80.09,79.43,0.233559236,0.002561966,0.002561966,74.2,76.25,76.33,-0.0403378,0.264091937,0.264091937
EPB41L1,5.52,4.97,5.63,6.29,6.08,6.55,-0.147493976,0.214567874,0.214567874,7.02,6.78,6.52,0.263792577,0.024382428,0.024382428,5.49,6.1,5.94,-0.189987723,0.026532389,0.026532389
KRT32,0.17,0.03,0.37,0,0,0.05,3.546748961,0.060323827,0.060323827,0.03,0.03,0,-3.496409354,0.043423392,0.043423392,0.08,0.11,0.05,2.213681841,0.199150945,0.199150945
FLVCR2,1.89,1.69,2.08,2.05,2.23,1.8,0.05664588,0.805151448,0.805151448,2.77,2.34,1.85,0.026379923,0.909089,0.909089,2.41,2.18,2.45,0.235934411,0.224376849,0.224376849
MAPK14,30.89,35.18,32.41,42.98,41.02,43.78,-0.230092769,0.000156257,0.000156257,40.42,40.34,38.6,0.163653382,0.007133574,0.007133574,41.62,39.61,40.81,0.083846968,0.04982369,0.04982369
DCDC2C,0,0.05,0,0,0,0,1.898634129,0.639269758,0.639269758,0,0,0,-1.876297065,0.643235966,0.643235966,0,0,0,0,0,0
SDHAF1,14.12,15.33,17.47,12.04,11.66,11.5,0.50428615,0.003192226,0.003192226,11.61,12.74,12.55,-0.4380877,0.010896845,0.010896845,13.18,13.03,13.32,0.154860143,0.276189455,0.276189455
GARRE1,2.71,3.51,2.64,4.32,3.99,4.31,-0.439055898,0.001252315,0.001252315,3.46,3.67,3.59,0.211150219,0.121490138,0.121490138,3.53,3.53,3.63,0.015971022,0.86869724,0.86869724
MUC5AC-2,0.52,0.43,0.49,0.53,0.54,0.5,-0.033867246,0.86263035,0.86263035,0.53,0.52,0.5,0.030488903,0.876087051,0.876087051,0.44,0.53,0.49,-0.060951291,0.71228593,0.71228593
FKBP2,154.89,127.8,144.89,118.25,128.17,115.25,0.363601182,0.007089183,0.007089183,121.01,120.79,122.28,-0.366957429,0.004062625,0.004062625,125.44,135.85,135.05,0.248161958,0.008464381,0.008464381
SLC35A2,22.93,22.14,23.23,20.44,19.46,20.32,0.235787371,0.028361979,0.028361979,17.9,17.86,19.21,-0.341902056,0.001779986,0.001779986,21.88,20.81,21.48,0.213697089,0.009926271,0.009926271
PKMYT1,49.84,34.41,44.1,33.38,34.68,34.35,0.422688524,0.006157171,0.006157171,36.65,37.44,39.82,-0.26669266,0.086631486,0.086631486,33.33,35.79,34.2,-0.091721514,0.179435778,0.179435778
AMOTL1,9.7,11.1,11.71,13.66,14.62,13.83,-0.334453344,1.28E-06,1.28E-06,15.47,14.45,14.2,0.386009337,3.43E-10,3.43E-10,13.18,13.23,13.09,-0.095482777,0.036372891,0.036372891
KMT5C,3.69,3.83,3.61,2.88,3,3.35,0.342374418,0.087330605,0.087330605,2.57,2.83,3.05,-0.459004152,0.02027358,0.02027358,3.49,2.96,2.78,0.135161941,0.501971715,0.501971715
POF1B,0,0,0,0.03,0.03,0,-1.717607262,0.670322572,0.670322572,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
RPL21,387.69,420.35,607.14,229.5,297.63,247.28,0.992473952,5.92E-08,5.92E-08,439.54,458.72,442.62,-0.22899688,0.160732141,0.160732141,364.82,491.77,417.22,0.072263367,0.547263153,0.547263153
FABP5,96.16,96.83,104.14,99.57,95.13,94.52,0.148486265,0.142079806,0.142079806,81.73,92.77,101.24,-0.232005787,0.072388044,0.072388044,101.55,105.91,96.15,0.241250184,0.034867032,0.034867032
NOM1,7.64,9.91,8.66,12.06,11.78,11.43,-0.349585598,2.51E-05,2.51E-05,11.44,11.59,11.03,0.381045065,2.38E-06,2.38E-06,12.1,10.8,11.21,-0.121322519,0.06656875,0.06656875
PDCD4,4.98,5.17,4.78,7.8,7.19,8.81,-0.597155193,1.37E-05,1.37E-05,7.18,6.71,6.63,0.390972774,0.001527522,0.001527522,6.48,5.4,6.24,-0.156971809,0.186691203,0.186691203
DEPP1,2.32,1.84,1.15,1.2,1.11,1.14,0.711497948,0.064970374,0.064970374,1.03,1.04,1.07,-0.843142965,0.030305136,0.030305136,1,1.99,1.39,0.518885586,0.160661071,0.160661071
PPIL2,10.51,10.59,9.92,10.39,11.22,8.91,0.169178694,0.175822793,0.175822793,11.74,10.73,10.07,-0.061078244,0.550758333,0.550758333,12.12,11.26,11,0.095951158,0.243131707,0.243131707
GRAP2,0.02,0.04,0.04,0.02,0.1,0,0.099249585,0.957084896,0.957084896,0,0.06,0.07,0.471039838,0.777744563,0.777744563,0.04,0.06,0.04,0.299508413,0.824176943,0.824176943
MESP1,13.58,10.39,12.45,6.78,7.21,6.5,0.901957664,5.92E-05,5.92E-05,6.33,7.44,7.95,-0.844992047,0.000287277,0.000287277,8.95,9.22,8.72,0.367395417,0.055865906,0.055865906
MAGEB2,2.98,1.68,2.69,2.3,2.76,2.31,0.089973246,0.803177129,0.803177129,3.76,2.68,1.38,-0.00295881,0.994900218,0.994900218,2.8,3.44,3.09,0.29396656,0.434453835,0.434453835
TRPC3,0.25,0.29,0.32,0.23,0.21,0.17,0.492130517,0.404925063,0.404925063,0.1,0.12,0.23,-0.832386633,0.236056735,0.236056735,0.28,0.09,0.14,0.239950209,0.755931814,0.755931814
SIPA1,15.65,12.53,15.21,11.59,11.58,11.59,0.398032397,0.003769475,0.003769475,12.04,11.22,11.04,-0.408228351,0.003767862,0.003767862,12.67,10.65,11.77,0.068028579,0.463905453,0.463905453
ABHD16A-4,13.21,11.39,12.78,10,8.35,10.92,0.436288259,0.010059671,0.010059671,9.61,9.13,8.74,-0.525198876,0.000481265,0.000481265,11.93,11,11.65,0.371497126,0.001107919,0.001107919
NDUFA12,228.69,205.51,235.6,224.58,224.71,219.38,0.120547941,0.250722802,0.250722802,199.61,202.87,187.91,-0.330008031,0.001987824,0.001987824,221.84,201.05,216.35,0.257671636,7.45E-05,7.45E-05
TPRG1,0.3,0.32,0,0.15,0.11,0.13,1.044095414,0.391201743,0.391201743,0.16,0.22,0.18,-0.574803656,0.623188196,0.623188196,0.04,0.1,0.03,-0.730199712,0.389886645,0.389886645
FBH1,15.68,17.74,16.29,17.39,17.21,17.73,0.006522022,0.932337458,0.932337458,16.89,17.14,16.68,0.007234083,0.924077355,0.924077355,17.71,17.14,16.77,0.038039111,0.54312527,0.54312527
LIPT2,1.18,1.19,1.46,0.88,0.79,1.13,0.519187741,0.157056448,0.157056448,0.67,0.83,0.6,-0.950320039,0.012652188,0.012652188,1.38,0.96,1.07,0.718753055,0.049728294,0.049728294
CYP21A2,0,0,0,0.18,0.15,0,-4.176268215,0.163431102,0.163431102,0.06,0.03,0,2.256750725,0.572285668,0.572285668,0,0,0,-2.378679575,0.551711826,0.551711826
ADNP2,3.36,3.92,3.68,5.26,5.14,5.39,-0.438912291,0.000188006,0.000188006,5.98,5.7,5.34,0.5438937,7.07E-06,7.07E-06,4.77,5.19,5.14,-0.132130244,0.201207305,0.201207305
MRPS36,28.78,24.79,23.26,21.94,23.56,18.49,0.35406297,0.029408537,0.029408537,24.24,22.35,23.67,-0.218173872,0.121325436,0.121325436,23.13,19.76,21.09,-0.088246197,0.407914103,0.407914103
ZNF433,1,1,0.81,0.78,0.56,1.06,0.310183264,0.476599268,0.476599268,1.5,1.41,1.31,0.535815022,0.104747653,0.104747653,1.17,0.7,0.68,-0.722310987,0.038858247,0.038858247
NUP133,9.64,13.24,9.71,14.21,13.69,14.79,-0.48350382,2.19E-05,2.19E-05,16.17,16.37,14.77,0.466161164,1.94E-05,1.94E-05,11.98,11.2,11.87,-0.327286111,2.79E-06,2.79E-06
ELP2,5.83,5.91,6.14,8.07,8.95,6.98,-0.513548081,2.61E-05,2.61E-05,9.08,7.43,7.7,0.557047413,2.39E-06,2.39E-06,8.15,7.72,8.35,-0.178218843,0.058160106,0.058160106
TAF15,63.05,60.86,63.23,80.69,78.8,79.23,-0.235751929,0.001200262,0.001200262,77.06,78.43,76.45,0.206265248,0.004660367,0.004660367,77.53,77.72,74.23,0.032467199,0.462677118,0.462677118
CEP126,0.42,1.19,0.33,2.5,1.16,3.18,-0.858186591,0.060960533,0.060960533,0.58,0.91,0.93,0.677764604,0.129311099,0.129311099,0.62,0.7,0.75,-0.343380223,0.175091074,0.175091074
ABCF1-6,8.91,9.33,9.45,10.49,10.47,10.41,-0.102781154,0.302038397,0.302038397,10.32,10.37,10.42,0.097340406,0.326633462,0.326633462,10.33,10.26,10.07,0.004641495,0.954025114,0.954025114
OR1J2,0,0.03,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0,0.04,-0.155302556,0.969639891,0.969639891,0,0.03,0.01,1.504931897,0.619628152,0.619628152
FKBP1A-SDCBP2,1.78,1.68,1.86,1.8,1.91,1.65,0.065466698,0.840125495,0.840125495,1.75,1.6,1.51,-0.208137636,0.527016476,0.527016476,1.99,2.67,2.24,0.544735266,0.062993237,0.062993237
RANBP9,26.58,28.86,29.49,41.25,40.51,42.45,-0.438710324,4.31E-09,4.31E-09,41.18,39.96,40.07,0.420314962,1.90E-08,1.90E-08,41.26,37.2,39.65,-0.017463736,0.744143094,0.744143094
NBL1,52.48,36.25,50.31,30.99,31.8,31.14,0.665132489,6.42E-05,6.42E-05,35.77,36.99,38.81,-0.403857101,0.01548198,0.01548198,36.79,34.86,35.81,-0.022029814,0.734341826,0.734341826
LPAR6,0,0.14,0,0,0,0,3.208475368,0.418455893,0.418455893,0,0,0,-3.185916762,0.42174811,0.42174811,0,0,0,0,0,0
EEF1D,371.74,282.37,366.6,247.68,249.4,248.77,0.540019278,1.49E-08,1.49E-08,251.24,259.75,265.98,-0.423367451,3.83E-06,3.83E-06,274.67,267.34,265.44,-0.008592285,0.806828214,0.806828214
PHLDB3,4.58,3.95,5.62,2.99,3.44,3,0.587948309,0.003641874,0.003641874,4,3.9,4.54,-0.3123677,0.11798503,0.11798503,4.85,4.16,4.52,0.044264181,0.7974925,0.7974925
NSMCE3-2,2.23,1.68,1.43,1.54,2.25,1.66,0.051612576,0.850773841,0.850773841,1.58,1.72,1.72,-0.169137404,0.487297959,0.487297959,1.42,1.75,1.51,-0.071106997,0.695450759,0.695450759
GVQW3,0.62,1.21,0.23,0.42,0.32,0.49,0.16740037,0.727090975,0.727090975,0.44,0.46,0.55,0.224498271,0.624051503,0.624051503,0.91,0.88,0.87,-0.267557278,0.294844363,0.294844363
TIMP1,925.78,767.79,864.27,703.93,703.59,723.45,0.370073337,0.000170975,0.000170975,707.46,702.85,687.53,-0.403296115,4.26E-05,4.26E-05,702.15,671.96,686.77,0.059771731,0.031910416,0.031910416
HEG1,31.62,30.89,33.57,49.26,49.14,49.44,-0.538388095,7.07E-14,7.07E-14,42.58,42.96,44.22,0.367136145,5.49E-07,5.49E-07,40.69,40.26,40.86,-0.081723703,0.003817379,0.003817379
SUGP1,21.16,19.65,22.52,19.35,19.14,19.5,0.210237407,0.056103963,0.056103963,20.63,20.34,19.96,-0.133051656,0.226288537,0.226288537,20.77,22.04,21.53,0.108790434,0.121943366,0.121943366
ULBP2,37.81,30.8,32.25,31.43,27.97,34.53,0.128788413,0.290434632,0.290434632,34.06,33.06,32.97,-0.050486311,0.662792075,0.662792075,38.01,36.31,34.94,0.197210177,0.034565897,0.034565897
LRFN1-2,0.03,0.03,0.05,0.04,0.01,0.08,-0.29158104,0.833084195,0.833084195,0.02,0.03,0.04,-0.383091033,0.792321206,0.792321206,0.06,0.09,0.05,1.136957473,0.347420997,0.347420997
TMEM126A,66.08,50.24,61.28,57.89,57.57,56.19,0.153686278,0.337311973,0.337311973,54.35,59.71,66,-0.09974425,0.565786896,0.565786896,57.68,46.91,51.56,-0.118541444,0.336113155,0.336113155
BAIAP2L1,6.06,7.18,6.38,6.94,6.61,7.46,-0.024925523,0.83634609,0.83634609,6.9,6.54,6.54,-0.040208565,0.726313299,0.726313299,8.07,7.81,7.91,0.274807675,0.003372272,0.003372272
PTPN9,5.83,6.15,6.86,6.98,6.71,7.12,-0.066911895,0.527257623,0.527257623,7.24,6.78,6.74,0.070992903,0.511983243,0.511983243,6.59,7.33,6.81,0.018244468,0.812794977,0.812794977
FHOD3,5.32,5.85,6,7.49,7.25,7.42,-0.281797616,0.005341054,0.005341054,7.39,7.39,7.04,0.282411133,0.005375141,0.005375141,6.03,6.25,6.07,-0.230478056,0.00397795,0.00397795
SH3D19-2,2.64,4.94,3.85,7.95,7.1,7.51,-0.932286208,9.27E-07,9.27E-07,4.41,5.36,6.35,0.454553402,0.044926721,0.044926721,6.22,4.06,5.15,-0.039229235,0.833125532,0.833125532
HTRA2,31.49,24.63,29.84,23.14,23.04,22.85,0.399044245,0.00531766,0.00531766,22.8,22.62,24.37,-0.364547016,0.01252597,0.01252597,26.34,28.18,27.28,0.260982294,0.00161534,0.00161534
UBE2E3,93.57,90.71,98.9,99.55,102,95.77,0.031838856,0.717083669,0.717083669,105.98,105.7,103.45,0.052974667,0.513382577,0.513382577,110.53,115.8,112.51,0.148998972,0.001752617,0.001752617
PLPP7,0.33,0.18,0.08,0.06,0,0.17,1.661213711,0.33575466,0.33575466,0.03,0.03,0.06,-2.014311154,0.209653431,0.209653431,0,0.07,0.07,-0.556775376,0.799846616,0.799846616
ATF7IP,6.5,9.27,7.62,10.63,10.39,11.75,-0.529464365,6.77E-05,6.77E-05,12.45,11.76,12.09,0.553319568,1.38E-05,1.38E-05,10.04,9.64,9.59,-0.228501134,0.000819039,0.000819039
ZFPM1,1.04,0.99,1.01,0.79,1.14,0.67,0.417190794,0.118980789,0.118980789,1.19,0.96,0.8,-0.273761823,0.242940417,0.242940417,0.81,1.01,0.81,-0.091667438,0.680214722,0.680214722
EXO5-DT,0.28,0.21,0.24,0,0,0,4.36007227,0.056229334,0.056229334,0,0.14,0.14,-1.466147186,0.352019767,0.352019767,0,0.13,0.07,-0.408977092,0.852644174,0.852644174
CYP2C19,0,0.01,0,0.01,0,0.01,-0.684262699,0.85479372,0.85479372,0,0,0,-1.117083236,0.784266619,0.784266619,0.005,0.005,0.005,0.005,0.005,0.005
SH3BGRL,19.84,22.41,20.55,29.07,26.92,29.85,-0.374147498,0.000112837,0.000112837,23.67,23.53,22.5,0.071001362,0.449836596,0.449836596,21.5,20.2,20.7,-0.11818298,0.14837322,0.14837322
ABCC6,0.68,0.76,0.46,1.17,1.62,1.01,-0.244506012,0.707042221,0.707042221,1.4,1.06,0.55,0.258250811,0.716027125,0.716027125,0.27,0.45,0.18,-1.573018789,0.043275588,0.043275588
STX7,9.42,9.73,9.47,13.7,12.45,15.53,-0.360345074,0.006812893,0.006812893,13.71,12.83,12.31,0.317773462,0.017779194,0.017779194,12.59,8.33,10.35,-0.311593368,0.006911827,0.006911827
SNHG20,1.96,2.38,1.48,1.74,1.85,1.77,0.201537919,0.502154069,0.502154069,1.66,1.42,1.31,-0.484323107,0.129204616,0.129204616,1.66,2.12,1.76,0.375298517,0.177586818,0.177586818
GREB1,0.14,0.14,0.21,0.22,0.16,0.3,-0.428564783,0.439707351,0.439707351,0.14,0.17,0.26,0.078064675,0.893666633,0.893666633,0.08,0.24,0.17,-0.047822051,0.932787609,0.932787609
PHETA2,0.51,0.75,0.09,0.49,0.8,0.39,-0.285246081,0.721648531,0.721648531,0.48,0.7,0.68,0.422916118,0.579546381,0.579546381,0.42,0.59,0.58,-0.203122976,0.65305356,0.65305356
JMJD8,28.08,25.57,26.74,21.84,22.96,21.02,0.363240617,0.001327636,0.001327636,20.03,19.71,19.97,-0.516600637,3.04E-06,3.04E-06,19.96,21.56,21.76,0.117379312,0.181138012,0.181138012
UBE4A,11.92,13.63,12.23,16.7,16.49,17.45,-0.347873813,5.23E-07,5.23E-07,16.84,17.52,17.77,0.398316873,3.05E-09,3.05E-09,16.17,14.43,15.48,-0.157979845,0.01021561,0.01021561
RNF148,0.05,0.1,0.11,0.05,0.1,0.05,0.483005967,0.777326735,0.777326735,0,0.05,0.15,-0.450120514,0.814467192,0.814467192,0.05,0,0,-1.895987427,0.508659562,0.508659562
TBC1D9B-2,0.98,0.75,5.37,1.31,0.63,1.96,1.018148194,0.306683513,0.306683513,9.73,10.08,5.74,1.813197027,0.051649224,0.051649224,5.83,6.16,4.65,-0.606746394,0.003625468,0.003625468
CLCF1,22.03,21.85,19.67,20.73,21.12,19.09,0.146617211,0.196268285,0.196268285,20.44,20.63,22.24,-0.088585657,0.424621823,0.424621823,21.41,22.14,21.16,0.070770821,0.433554103,0.433554103
RNF31,7.4,6.5,7.63,7.07,7.09,6.92,0.114265632,0.415189161,0.415189161,6.43,6.49,6.35,-0.234899542,0.097751922,0.097751922,6.25,7.04,6.72,0.077075066,0.469625842,0.469625842
RASSF7,24.07,21.38,24.64,17.35,17.68,16.2,0.519880628,7.78E-05,7.78E-05,15.81,16.86,15.83,-0.605290065,2.93E-06,2.93E-06,17.32,15.59,16.19,0.031401732,0.755320014,0.755320014
DYRK1B-2,3.97,3.47,3.19,2.28,2.4,2.49,0.656174292,0.003420025,0.003420025,2.8,2.83,3.08,-0.365521937,0.09100593,0.09100593,2.83,2.48,2.48,-0.130317799,0.502097399,0.502097399
SRGAP2B,3.59,5.24,3.72,6.18,5.8,6.65,-0.516866804,0.000189191,0.000189191,5.84,5.43,5.06,0.322177018,0.021453976,0.021453976,5.57,4.23,4.88,-0.120670174,0.325198705,0.325198705
TMPRSS6,0.04,0.02,0.09,0.04,0.02,0.04,0.720958478,0.643948248,0.643948248,0,0,0,-3.881313098,0.140112522,0.140112522,0.02,0,0,0.995098905,0.807332645,0.807332645
RPL35,6282.25,5254.89,5900.77,4179.65,4236.71,4134.15,0.632684583,5.10E-12,5.10E-12,4038.73,4031.12,3985.81,-0.74508795,2.17E-16,2.17E-16,4163.91,4092.62,4095.34,0.263518412,2.37E-07,2.37E-07
SMIM24,0.05,0.09,0.16,0.09,0.1,0.09,0.191900579,0.89870949,0.89870949,0,0,0,-3.622481645,0.18754019,0.18754019,0,0.04,0.05,1.883855966,0.640867229,0.640867229
MAGEA2,1.09,0.99,1.11,0.98,0.86,0.96,0.212481721,0.600389172,0.600389172,0.88,0.93,0.91,-0.296866735,0.465143441,0.465143441,0.98,1.49,1.33,0.540078855,0.143912583,0.143912583
PPIL6,0.11,0.2,0.11,0.03,0.06,0.03,1.729230709,0.079318759,0.079318759,0.18,0.24,0.18,0.24056992,0.7383535,0.7383535,0.09,0.08,0.05,-1.007392533,0.185429207,0.185429207
ST7,13.3,12.67,12.97,13.74,12.86,15.58,-0.040156814,0.745288554,0.745288554,15.07,14.77,14.47,0.131585031,0.227127437,0.227127437,14.85,16.72,15.85,0.11904111,0.191629601,0.191629601
SLC2A4,0.01,0.04,0.05,0.01,0.01,0.01,1.550077145,0.520244991,0.520244991,0.01,0.03,0.02,-0.90593845,0.691811802,0.691811802,0.04,0.01,0.02,0.441412273,0.821356649,0.821356649
JPH2,4.7,4.04,4.09,4.15,4.12,4.02,0.109065497,0.377586682,0.377586682,3.07,3.29,3.4,-0.400968736,0.002120035,0.002120035,3.94,3.06,3.62,0.13040448,0.26819158,0.26819158
SGK2,0,0.12,0.07,0.03,0,0.03,1.745097531,0.458748157,0.458748157,0,0,0,-3.550341202,0.312721687,0.312721687,0,0.03,0.03,1.883855966,0.640867229,0.640867229
SLC16A5,3.65,3.26,2.34,3.1,3.44,2.75,0.090744892,0.722597385,0.722597385,3.98,3.96,4.02,0.190918123,0.432267879,0.432267879,3.16,3.43,3.28,-0.197761563,0.234673019,0.234673019
CLDN24,0,0.37,0,0,0,0,1.898634129,0.639269758,0.639269758,0,0,0,-1.876297065,0.643235966,0.643235966,0,0,0,0,0,0
LYPD8,0.07,0,0.07,0,0,0,2.102552658,0.602043353,0.602043353,0,0,0,-2.083644117,0.605305423,0.605305423,0.33,0,0.06,3.488816623,0.281359942,0.281359942
ST7-OT4,0,0.1,0.04,0.03,0,0.13,-0.154476437,0.947069405,0.947069405,0.1,0.1,0.04,0.695678596,0.702121573,0.702121573,0,0.07,0.03,-1.184246374,0.49819407,0.49819407
ATF6B-4,19.15,17.59,15.64,17.64,18.62,17.94,0.035120727,0.764486868,0.764486868,15.8,17.34,18.67,-0.09912475,0.440227247,0.440227247,21.14,20.36,19.34,0.268375609,0.003432241,0.003432241
KLHL42,3.14,4.05,2.75,4.07,4.23,4.19,-0.235930666,0.115149996,0.115149996,3.88,3.87,4.77,0.255885136,0.100629855,0.100629855,3.69,2.97,3.02,-0.347426365,0.002173313,0.002173313
LAMTOR4,167,138.67,160.36,104.32,110.37,105.3,0.665400504,2.17E-07,2.17E-07,94.73,91.54,94.17,-0.869963244,1.06E-11,1.06E-11,108.34,121.22,115.65,0.426216499,3.46E-05,3.46E-05
